"name","recclass","mass","fall","year","reclat","reclong","GeoLocation"
"Rivolta de Bassi","Stone-uncl","103.3","Fell","1490","45.483330","9.516670","(45.48333, 9.51667)"
"Ensisheim","LL6","127000","Fell","1491","47.866670","7.350000","(47.86667, 7.35)"
"Castrovillari","Stone-uncl","15000","Fell","1583","39.800000","16.200000","(39.8, 16.2)"
"Jalandhar","Iron","1967","Fell","1621","31.000000","75.000000","(31.0, 75.0)"
"Stretchleigh","Stone-uncl","10400","Fell","1623","50.383330","-3.950000","(50.38333, -3.95)"
"Hatford","Stone-uncl","29000","Fell","1628","51.650000","-1.516670","(51.65, -1.51667)"
"Minamino","L","1040","Fell","1632","35.078330","136.933330","(35.07833, 136.93333)"
"Mount Vaisi","Stone-uncl","17000","Fell","1637","44.083330","6.866670","(44.08333, 6.86667)"
"Vago","H6","40","Fell","1668","45.416670","11.133330","(45.41667, 11.13333)"
"Ortenau","Stone-uncl","4500","Fell","1671","48.500000","8.000000","(48.5, 8.0)"
"Sasagase","H","695","Fell","1688","34.716670","137.783330","(34.71667, 137.78333)"
"Schellin","L","7000","Fell","1715","53.350000","15.050000","(53.35, 15.05)"
"Siratik","Iron, IIAB","1700","Found","1716","14.000000","-11.000000","(14.0, -11.0)"
"Ploschkovitz","L5","39","Fell","1723","50.533330","14.116670","(50.53333, 14.11667)"
"Steinbach","Iron, IVA-an","98000","Found","1724","50.500000","12.500000","(50.5, 12.5)"
"Rasgrad","Stone-uncl","24700","Fell","1740","43.500000","26.533330","(43.5, 26.53333)"
"Ogi","H6","14360","Fell","1741","33.283330","130.200000","(33.28333, 130.2)"
"Krasnojarsk","Pallasite, PMG-an","700000","Found","1749","54.900000","91.800000","(54.9, 91.8)"
"Hraschina","Iron, IID","49000","Fell","1751","46.100000","16.333330","(46.1, 16.33333)"
"Luponnas","H3-5","14000","Fell","1753","46.216670","5.000000","(46.21667, 5.0)"
"Tabor","H5","7540","Fell","1753","49.400000","14.650000","(49.4, 14.65)"
"Albareto","L/LL4","2000","Fell","1766","44.650000","11.016670","(44.65, 11.01667)"
"Lucé","L6","3500","Fell","1768","47.850000","0.483330","(47.85, 0.48333)"
"Mauerkirchen","L6","19000","Fell","1768","48.183330","13.133330","(48.18333, 13.13333)"
"Sena","H4","4000","Fell","1773","41.716670","-0.050000","(41.71667, -0.05)"
"Rodach","Stone-uncl","2900","Fell","1775","50.350000","10.800000","(50.35, 10.8)"
"Longchang","Iron, IVA-an","158500","Found","1781","29.300000","105.300000","(29.3, 105.3)"
"Sierra Blanca","Iron, IAB?","405","Found","1784","27.150000","-104.900000","(27.15, -104.9)"
"Eichstädt","H5","3000","Fell","1785","48.900000","11.216670","(48.9, 11.21667)"
"Kharkov","L6","1500","Fell","1787","50.625000","35.075000","(50.625, 35.075)"
"Barbotan","H5","6400","Fell","1790","43.950000","-0.050000","(43.95, -0.05)"
"Cape of Good Hope","Iron, IVB","136000","Found","1793","-33.500000","26.000000","(-33.5, 26.0)"
"Siena","LL5","3700","Fell","1794","43.116670","11.600000","(43.11667, 11.6)"
"Mulletiwu","L","25.5","Fell","1795","9.333330","80.833330","(9.33333, 80.83333)"
"Wold Cottage","L6","25000","Fell","1795","54.136670","-0.413330","(54.13667, -0.41333)"
"Bjelaja Zerkov","H6","1850","Fell","1796","49.783330","30.166670","(49.78333, 30.16667)"
"Portugal","Stone-uncl","4500","Fell","1796","38.500000","-8.000000","(38.5, -8.0)"
"Prambanan","Iron, ungrouped","500000","Found","1797","-7.566670","110.833330","(-7.56667, 110.83333)"
"Benares (a)","LL4","3700","Fell","1798","25.366670","82.916670","(25.36667, 82.91667)"
"Salles","L5","9000","Fell","1798","46.050000","4.633330","(46.05, 4.63333)"
"Mauritius","L6","220","Fell","1801","-20.000000","57.000000","(-20.0, 57.0)"
"Apt","L6","3200","Fell","1803","43.866670","5.383330","(43.86667, 5.38333)"
"L'Aigle","L6","37000","Fell","1803","48.766670","0.633330","(48.76667, 0.63333)"
"Mässing","Howardite","1600","Fell","1803","48.133330","12.616670","(48.13333, 12.61667)"
"Bocas","L6","56","Fell","1804","23.000000","-102.000000","(23.0, -102.0)"
"Darmstadt","H5","100","Fell","1804","49.866670","8.650000","(49.86667, 8.65)"
"High Possil","L6","4500","Fell","1804","55.900000","-4.233330","(55.9, -4.23333)"
"Misteca","Iron, ungrouped","10000","Found","1804","16.800000","-97.100000","(16.8, -97.1)"
"Asco","H6","41","Fell","1805","42.450000","9.033330","(42.45, 9.03333)"
"Doroninsk","H5-7","3891","Fell","1805","51.200000","112.300000","(51.2, 112.3)"
"Alais","CI1","6000","Fell","1806","44.116670","4.083330","(44.11667, 4.08333)"
"Timochin","H5","65500","Fell","1807","54.500000","35.200000","(54.5, 35.2)"
"Weston","H4","150000","Fell","1807","41.266667","-73.266667","(41.266667, -73.266667)"
"Borgo San Donino","LL6","1676","Fell","1808","44.866670","10.050000","(44.86667, 10.05)"
"Lissa","L6","12800","Fell","1808","50.200000","14.850000","(50.2, 14.85)"
"Moradabad","L6","70","Fell","1808","28.783330","78.833330","(28.78333, 78.83333)"
"Red River","Iron, IIIAB","800000","Found","1808","32.000000","-95.000000","(32.0, -95.0)"
"Stannern","Eucrite-mmict","52000","Fell","1808","49.283330","15.566670","(49.28333, 15.56667)"
"Kikino","H6","195","Fell","1809","55.000000","34.000000","(55.0, 34.0)"
"Brahin","Pallasite, PMG","823000","Found","1810","52.500000","30.333330","(52.5, 30.33333)"
"Caswell County","OC","1360","Fell","1810","36.500000","-79.250000","(36.5, -79.25)"
"Charsonville","H6","27000","Fell","1810","47.933330","1.566670","(47.93333, 1.56667)"
"Mooresfort","H5","3520","Fell","1810","52.450000","-8.333330","(52.45, -8.33333)"
"Santa Rosa","Iron, IC","825000","Found","1810","5.916670","-73.000000","(5.91667, -73.0)"
"Berlanguillas","L6","1440","Fell","1811","41.683330","-3.800000","(41.68333, -3.8)"
"Kuleschovka","L6","6000","Fell","1811","50.750000","33.500000","(50.75, 33.5)"
"Punganaru","Stone-uncl","100","Fell","1811","13.333330","78.950000","(13.33333, 78.95)"
"Borodino","H5","500","Fell","1812","55.466670","35.866670","(55.46667, 35.86667)"
"Chantonnay","L6","31500","Fell","1812","46.683330","1.050000","(46.68333, 1.05)"
"Erxleben","H6","2250","Fell","1812","52.216670","11.250000","(52.21667, 11.25)"
"Toulouse","H6","1030","Fell","1812","43.600000","1.400000","(43.6, 1.4)"
"Limerick","H5","50000","Fell","1813","52.566670","-8.783330","(52.56667, -8.78333)"
"Luotolax","Howardite","885","Fell","1813","61.200000","27.700000","(61.2, 27.7)"
"Agen","H5","30000","Fell","1814","44.216670","0.616670","(44.21667, 0.61667)"
"Bachmut","L6","18000","Fell","1814","48.600000","38.000000","(48.6, 38.0)"
"Chail","H6","0.5","Fell","1814","25.366670","81.666670","(25.36667, 81.66667)"
"Gurram Konda","L6","28","Fell","1814","13.783330","78.566670","(13.78333, 78.56667)"
"Lenarto","Iron, IIIAB","108500","Found","1814","49.000000","21.000000","(49.0, 21.0)"
"Chassigny","Martian (chassignite)","4000","Fell","1815","47.716670","5.366670","(47.71667, 5.36667)"
"Durala","L6","13200","Fell","1815","30.300000","76.633330","(30.3, 76.63333)"
"Hachi-oji","H?","0.2","Fell","1817","35.650000","139.333330","(35.65, 139.33333)"
"Cambria","Iron, ungrouped","16300","Found","1818","43.200000","-78.800000","(43.2, -78.8)"
"Seres","H4","8500","Fell","1818","41.050000","23.566670","(41.05, 23.56667)"
"Slobodka","L4","2750","Fell","1818","55.000000","35.000000","(55.0, 35.0)"
"Zaborzika","L6","3867","Fell","1818","50.283330","27.683330","(50.28333, 27.68333)"
"Burlington","Iron, IIIE","68000","Found","1819","42.750000","-75.183330","(42.75, -75.18333)"
"Jonzac","Eucrite-mmict","5000","Fell","1819","45.433330","-0.450000","(45.43333, -0.45)"
"Pohlitz","L5","3000","Fell","1819","50.933330","12.133330","(50.93333, 12.13333)"
"Lixna","H4","5213","Fell","1820","56.000000","26.433330","(56.0, 26.43333)"
"Juvinas","Eucrite-mmict","91000","Fell","1821","44.716670","4.300000","(44.71667, 4.3)"
"Épinal","H5","277","Fell","1822","48.183330","6.466670","(48.18333, 6.46667)"
"Futtehpur","L6","4000","Fell","1822","25.950000","80.816670","(25.95, 80.81667)"
"Guilford County","Iron, IIIAB","1100","Found","1822","35.566670","-79.833330","(35.56667, -79.83333)"
"Imilac","Pallasite, PMG","920000","Found","1822","-24.203330","-68.806670","(-24.20333, -68.80667)"
"Kadonah","H6","89","Fell","1822","27.083330","78.333330","(27.08333, 78.33333)"
"Umbala","LL5","100","Fell","1822","30.333330","76.333330","(30.33333, 76.33333)"
"Botschetschki","L4","614","Fell","1823","51.333330","33.883330","(51.33333, 33.88333)"
"Nobleborough","Eucrite-pmict","2300","Fell","1823","44.083330","-69.483330","(44.08333, -69.48333)"
"Renazzo","CR2","1000","Fell","1824","44.766670","11.283330","(44.76667, 11.28333)"
"Tounkin","OC","2000","Fell","1824","51.733330","102.533330","(51.73333, 102.53333)"
"Zebrak","H5","2000","Fell","1824","49.883330","13.916670","(49.88333, 13.91667)"
"Honolulu","L5","2420","Fell","1825","21.300000","-157.866670","(21.3, -157.86667)"
"Nanjemoy","H6","7500","Fell","1825","38.416670","-77.166670","(38.41667, -77.16667)"
"Yanhuitlan","Iron, IVA","421000","Found","1825","17.533330","-97.350000","(17.53333, -97.35)"
"Galapian","H6","132.69999999999999","Fell","1826","44.300000","0.400000","(44.3, 0.4)"
"Mineo","Pallasite","42","Fell","1826","37.283330","14.700000","(37.28333, 14.7)"
"Pavlograd","L6","40000","Fell","1826","48.533330","35.983330","(48.53333, 35.98333)"
"Bialystok","Eucrite-pmict","4000","Fell","1827","53.100000","23.200000","(53.1, 23.2)"
"Drake Creek","L6","5000","Fell","1827","36.400000","-86.500000","(36.4, -86.5)"
"Mhow","L6","350","Fell","1827","25.900000","83.616670","(25.9, 83.61667)"
"La Caille","Iron, ungrouped","626000","Found","1828","43.733330","6.783330","(43.73333, 6.78333)"
"Richmond","LL5","1800","Fell","1828","37.466670","-77.500000","(37.46667, -77.5)"
"Bohumilitz","Iron, IAB-MG","59000","Found","1829","49.050000","13.766670","(49.05, 13.76667)"
"Deal","L6","28","Fell","1829","40.250000","-74.000000","(40.25, -74.0)"
"Forsyth","L6","16300","Fell","1829","33.016670","-83.966670","(33.01667, -83.96667)"
"Krasnoi-Ugol","L6","2440","Fell","1829","54.033330","40.900000","(54.03333, 40.9)"
"Launton","L6","1060","Fell","1830","51.900000","-1.116670","(51.9, -1.11667)"
"Perth","LL5","2","Fell","1830","56.400000","-3.433330","(56.4, -3.43333)"
"Vouillé","L6","20000","Fell","1831","46.633330","0.166670","(46.63333, 0.16667)"
"Wessely","H5","3750","Fell","1831","48.950000","17.383330","(48.95, 17.38333)"
"Walker County","Iron, IIAB","74800","Found","1832","34.000000","-87.166670","(34.0, -87.16667)"
"Blansko","H6","470","Fell","1833","49.366670","16.633330","(49.36667, 16.63333)"
"Charwallas","H6","12000","Fell","1834","29.483330","75.500000","(29.48333, 75.5)"
"Lime Creek","Iron, IAB-ung","20000","Found","1834","31.550000","-87.516670","(31.55, -87.51667)"
"Okniny","LL6","12000","Fell","1834","50.833330","25.500000","(50.83333, 25.5)"
"Aldsworth","LL5","700","Fell","1835","51.783330","-1.783330","(51.78333, -1.78333)"
"Charlotte","Iron, IVA","4300","Fell","1835","36.166670","-87.333330","(36.16667, -87.33333)"
"Aubres","Aubrite","800","Fell","1836","44.383330","5.166670","(44.38333, 5.16667)"
"Macau","H5","1500","Fell","1836","-5.200000","-36.666670","(-5.2, -36.66667)"
"Mascombes","L6","1000","Fell","1836","45.366670","1.866670","(45.36667, 1.86667)"
"Wichita County","Iron, IAB-MG","145000","Found","1836","34.066670","-98.916670","(34.06667, -98.91667)"
"Cosby's Creek","Iron, IAB-MG","960000","Found","1837","35.783330","-83.250000","(35.78333, -83.25)"
"Esnandes","L6","1500","Fell","1837","46.250000","-1.100000","(46.25, -1.1)"
"Gross-Divina","H5","10500","Fell","1837","49.266670","18.716670","(49.26667, 18.71667)"
"Yonozu","H4/5","31650","Fell","1837","37.750000","139.000000","(37.75, 139.0)"
"Akbarpur","H4","1800","Fell","1838","29.716670","77.950000","(29.71667, 77.95)"
"Chandakapur","L5","8800","Fell","1838","20.266670","76.016670","(20.26667, 76.01667)"
"Cold Bokkeveld","CM2","5200","Fell","1838","-33.133330","19.383330","(-33.13333, 19.38333)"
"Kaee","H5","230","Fell","1838","27.250000","79.966670","(27.25, 79.96667)"
"Montlivault","L6","500","Fell","1838","47.633330","1.583330","(47.63333, 1.58333)"
"Simbirsk (of P. Partsch)","OC","1500","Found","1838","54.300000","48.400000","(54.3, 48.4)"
"Slobodka (of P. Partsch)","L6","950","Found","1838","55.000000","35.000000","(55.0, 35.0)"
"Asheville","Iron, IIIAB","800","Found","1839","35.583330","-82.533330","(35.58333, -82.53333)"
"Black Mountain","Iron, IAB-MG","800","Found","1839","35.583330","-82.350000","(35.58333, -82.35)"
"Little Piney","L5","491","Fell","1839","37.916670","-92.083330","(37.91667, -92.08333)"
"Putnam County","Iron, IVA","32700","Found","1839","33.250000","-83.250000","(33.25, -83.25)"
"Smithland","Iron, IVA","5000","Found","1839","37.133330","-88.400000","(37.13333, -88.4)"
"Abo","H","1.2","Found","1840","60.433330","22.300000","(60.43333, 22.3)"
"Carthage","Iron, IIIAB","127000","Found","1840","36.266670","-85.983330","(36.26667, -85.98333)"
"Cereseto","H5","6460","Fell","1840","45.083330","8.300000","(45.08333, 8.3)"
"Karakol","LL6","3000","Fell","1840","47.216670","81.016670","(47.21667, 81.01667)"
"Magura","Iron, IAB-MG","150000","Found","1840","49.333330","19.483330","(49.33333, 19.48333)"
"Smithville","Iron, IAB-MG","70500","Found","1840","35.983330","-85.850000","(35.98333, -85.85)"
"Uden","LL7","710","Fell","1840","51.650000","5.616670","(51.65, 5.61667)"
"Château-Renard","L6","30000","Fell","1841","47.933330","2.916670","(47.93333, 2.91667)"
"Grüneberg","H4","1000","Fell","1841","51.933330","15.500000","(51.93333, 15.5)"
"Petropavlovsk","Iron, ungrouped","7000","Found","1841","53.350000","87.183330","(53.35, 87.18333)"
"St. Christophe-la-Chartreuse","L6","5500","Fell","1841","46.950000","-1.500000","(46.95, -1.5)"
"Aumieres","L6","2000","Fell","1842","44.333330","3.233330","(44.33333, 3.23333)"
"Babb's Mill (Troost's Iron)","Iron, ungrouped","6400","Found","1842","36.300000","-82.883330","(36.3, -82.88333)"
"Barea","Mesosiderite-A1","3200","Fell","1842","42.383330","-2.500000","(42.38333, -2.5)"
"Milena","L6","10000","Fell","1842","46.183330","16.100000","(46.18333, 16.1)"
"Berdyansk","L6","2250","Found","1843","46.750000","36.816670","(46.75, 36.81667)"
"Bishopville","Aubrite","6000","Fell","1843","34.166670","-80.283330","(34.16667, -80.28333)"
"Klein-Wenden","H6","3250","Fell","1843","51.600000","10.800000","(51.6, 10.8)"
"Manegaon","Diogenite","50","Fell","1843","20.966670","76.100000","(20.96667, 76.1)"
"Utrecht","L6","9700","Fell","1843","52.116670","5.183330","(52.11667, 5.18333)"
"Verkhne Tschirskaia","H5","8000","Fell","1843","48.416670","43.200000","(48.41667, 43.2)"
"Cosina","H5","1200","Fell","1844","21.166670","-100.866670","(21.16667, -100.86667)"
"Favars","H5","1500","Fell","1844","44.383330","2.816670","(44.38333, 2.81667)"
"Killeter","H6","140","Fell","1844","54.666670","-7.666670","(54.66667, -7.66667)"
"Ruff's Mountain","Iron, IIIAB","53070","Found","1844","34.300000","-81.400000","(34.3, -81.4)"
"Barratta","L4","200000","Found","1845","-35.300000","144.566670","(-35.3, 144.56667)"
"Le Pressoir","H5","3000","Fell","1845","47.166670","0.433330","(47.16667, 0.43333)"
"Le Teilleul","Howardite","780","Fell","1845","48.533330","-0.866670","(48.53333, -0.86667)"
"Assam","L5","2700","Found","1846","26.000000","92.000000","(26.0, 92.0)"
"Cape Girardeau","H6","2300","Fell","1846","37.266670","-89.583330","(37.26667, -89.58333)"
"Deep Springs","Iron, ungrouped","11500","Found","1846","36.500000","-79.750000","(36.5, -79.75)"
"Jackson County","Iron, IIIAB","450","Found","1846","36.416670","-85.500000","(36.41667, -85.5)"
"Monte Milone","L5","3130","Fell","1846","43.266670","13.350000","(43.26667, 13.35)"
"Netschaëvo","Iron, IIE-an","250000","Found","1846","54.233330","35.150000","(54.23333, 35.15)"
"Schönenberg","L6","8000","Fell","1846","48.116670","10.466670","(48.11667, 10.46667)"
"Braunau","Iron, IIAB","39000","Fell","1847","50.600000","16.300000","(50.6, 16.3)"
"Marion (Iowa)","L6","28400","Fell","1847","41.900000","-91.600000","(41.9, -91.6)"
"Murfreesboro","Iron, ungrouped","8600","Found","1847","35.833330","-86.416670","(35.83333, -86.41667)"
"Seeläsgen","Iron, IAB-MG","102000","Found","1847","52.266670","15.550000","(52.26667, 15.55)"
"Singhur","Pallasite?","14180","Found","1847","18.316670","73.916670","(18.31667, 73.91667)"
"Castine","L6","94","Fell","1848","44.383330","-68.750000","(44.38333, -68.75)"
"Dharwar","OC","1800","Fell","1848","14.883330","75.600000","(14.88333, 75.6)"
"Marmande","L5","3000","Fell","1848","44.500000","0.150000","(44.5, 0.15)"
"Ski","L6","850","Fell","1848","59.733330","10.866670","(59.73333, 10.86667)"
"Chesterville","Iron, IIAB","16500","Found","1849","34.700000","-81.200000","(34.7, -81.2)"
"Fukue","Iron","7.3","Found","1849","32.700000","128.850000","(32.7, 128.85)"
"Monroe","H4","8600","Fell","1849","35.250000","-80.500000","(35.25, -80.5)"
"Botetourt County","Iron","500","Found","1850","37.500000","-79.750000","(37.5, -79.75)"
"Kesen","H4","135000","Fell","1850","38.983330","141.616670","(38.98333, 141.61667)"
"Pittsburg","Iron, IAB-MG","600","Found","1850","40.433330","-80.000000","(40.43333, -80.0)"
"Salt River","Iron, IIC","3600","Found","1850","37.950000","-85.783330","(37.95, -85.78333)"
"Schwetz","Iron, IIIAB","21500","Found","1850","53.400000","18.450000","(53.4, 18.45)"
"Seneca Falls","Iron, IIIAB","4000","Found","1850","42.916670","-76.783330","(42.91667, -76.78333)"
"Shalka","Diogenite","4000","Fell","1850","23.100000","87.300000","(23.1, 87.3)"
"Tucson","Iron, ungrouped","975000","Found","1850","31.850000","-110.966670","(31.85, -110.96667)"
"Gütersloh","H3/4","1000","Fell","1851","51.916670","8.383330","(51.91667, 8.38333)"
"Nulles","H6","5000","Fell","1851","41.633330","0.750000","(41.63333, 0.75)"
"Quincay","L6","65","Fell","1851","46.600000","0.250000","(46.6, 0.25)"
"Borkut","L5","7000","Fell","1852","48.150000","24.283330","(48.15, 24.28333)"
"Bustee","Aubrite","1500","Fell","1852","26.783330","82.833330","(26.78333, 82.83333)"
"Cranberry Plains","Iron, IVA","90","Found","1852","37.233330","-80.733330","(37.23333, -80.73333)"
"Mainz","L6","1700","Found","1852","50.000000","8.266670","(50.0, 8.26667)"
"Mezö-Madaras","L3.7","22700","Fell","1852","46.500000","25.733330","(46.5, 25.73333)"
"Rodeo","Iron, IID","44000","Found","1852","25.333330","-104.666670","(25.33333, -104.66667)"
"Yatoor","H5","13600","Fell","1852","14.300000","79.766670","(14.3, 79.76667)"
"Duruma","L6","577","Fell","1853","-4.000000","39.500000","(-4.0, 39.5)"
"Girgenti","L6","18000","Fell","1853","37.316670","13.566670","(37.31667, 13.56667)"
"Segowlie","LL6","6930","Fell","1853","26.750000","84.783330","(26.75, 84.78333)"
"Tazewell","Iron, IAB-sLH","27000","Found","1853","36.433330","-83.750000","(36.43333, -83.75)"
"Union County","Iron, IC","6800","Found","1853","34.750000","-84.000000","(34.75, -84.0)"
"Duel Hill (1854)","Iron, IVA","21800","Found","1854","35.850000","-82.700000","(35.85, -82.7)"
"Emmitsburg","Iron, IIIAB?","450","Found","1854","39.716670","-77.300000","(39.71667, -77.3)"
"Linum","L6","1862","Fell","1854","52.750000","12.900000","(52.75, 12.9)"
"Madoc","Iron, IIIAB","168000","Found","1854","44.500000","-77.466670","(44.5, -77.46667)"
"Oktibbeha County","Iron, IAB-ung","156","Found","1854","33.500000","-89.000000","(33.5, -89.0)"
"Sarepta","Iron, IAB-MG","14000","Found","1854","48.483330","44.816670","(48.48333, 44.81667)"
"Tabarz","Iron, IAB-MG","150","Found","1854","50.883330","10.516670","(50.88333, 10.51667)"
"Verkhne Udinsk","Iron, IIIAB","18000","Found","1854","54.766670","113.983330","(54.76667, 113.98333)"
"Avilez","H","146","Fell","1855","25.000000","-103.500000","(25.0, -103.5)"
"Barranca Blanca","Iron, IIE-an","12000","Found","1855","-28.083330","-69.333330","(-28.08333, -69.33333)"
"Bremervörde","H/L3.9","7250","Fell","1855","53.400000","9.100000","(53.4, 9.1)"
"Narraburra","Iron, IIIAB","32200","Found","1855","-34.250000","147.700000","(-34.25, 147.7)"
"Oesel","L6","6000","Fell","1855","58.500000","23.000000","(58.5, 23.0)"
"Orange River (iron)","Iron, IIIAB","148800","Found","1855","-30.000000","25.000000","(-30.0, 25.0)"
"Petersburg","Eucrite-pmict","1800","Fell","1855","35.300000","-86.633330","(35.3, -86.63333)"
"Sabetmahet","H5","1250","Fell","1855","27.433330","82.083330","(27.43333, 82.08333)"
"St. Denis Westrem","L6","700","Fell","1855","51.050000","3.750000","(51.05, 3.75)"
"Denton County","Iron, IIIAB","5400","Found","1856","33.000000","-97.000000","(33.0, -97.0)"
"Fort Pierre","Iron, IIIAB","15900","Found","1856","44.350000","-100.383330","(44.35, -100.38333)"
"Hainholz","Mesosiderite-A4","16500","Found","1856","52.283330","8.916670","(52.28333, 8.91667)"
"Nelson County","Iron, IIIF","73030","Found","1856","37.750000","-85.500000","(37.75, -85.5)"
"Oviedo","H5","205","Fell","1856","43.400000","-5.866670","(43.4, -5.86667)"
"Trenzano","H3/4","11800","Fell","1856","45.466670","10.000000","(45.46667, 10.0)"
"Heredia","H5","1000","Fell","1857","10.000000","-84.100000","(10.0, -84.1)"
"Kaba","CV3","3000","Fell","1857","47.350000","21.300000","(47.35, 21.3)"
"Laurens County","Iron, ungrouped","2150","Found","1857","34.500000","-82.033330","(34.5, -82.03333)"
"Les Ormes","L6","125","Fell","1857","48.350000","3.250000","(48.35, 3.25)"
"Locust Grove","Iron, IIAB","10000","Found","1857","33.333330","-84.100000","(33.33333, -84.1)"
"Mincy","Mesosiderite-B4","89400","Found","1857","36.550000","-93.100000","(36.55, -93.1)"
"Ohaba","H5","16250","Fell","1857","46.066670","23.583330","(46.06667, 23.58333)"
"Parnallee","LL3.6","77600","Fell","1857","9.233330","78.350000","(9.23333, 78.35)"
"Quenggouk","H4","6045","Fell","1857","17.766670","95.183330","(17.76667, 95.18333)"
"Stavropol","L6","1500","Fell","1857","45.050000","41.983330","(45.05, 41.98333)"
"Augusta County","Iron, IIIAB","76000","Found","1858","38.166670","-79.083330","(38.16667, -79.08333)"
"Ausson","L5","50000","Fell","1858","43.083330","0.583330","(43.08333, 0.58333)"
"Joel's Iron","Iron, IIIAB","1300","Found","1858","-24.000000","-69.000000","(-24.0, -69.0)"
"Kakowa","L6","577","Fell","1858","45.133330","21.666670","(45.13333, 21.66667)"
"Molina","H5","144000","Fell","1858","38.116670","-1.166670","(38.11667, -1.16667)"
"Trenton","Iron, IIIAB","505000","Found","1858","43.366670","-88.133330","(43.36667, -88.13333)"
"Wooster","Iron, IAB-sLL","22700","Found","1858","40.766670","-81.950000","(40.76667, -81.95)"
"Zmenj","Howardite","246","Fell","1858","51.833330","26.833330","(51.83333, 26.83333)"
"Bethlehem","H","13.9","Fell","1859","42.533330","-73.833330","(42.53333, -73.83333)"
"Beuste","L5","2000","Fell","1859","43.216670","-0.233330","(43.21667, -0.23333)"
"Harrison County","L6","680","Fell","1859","38.250000","-86.166670","(38.25, -86.16667)"
"Pampanga","L5","10500","Fell","1859","15.083330","120.700000","(15.08333, 120.7)"
"Tombigbee River","Iron, IIG","43000","Found","1859","32.233330","-88.200000","(32.23333, -88.2)"
"Alessandria","H5","908","Fell","1860","44.883330","8.750000","(44.88333, 8.75)"
"Cleveland","Iron, IIIAB","115000","Found","1860","34.883330","-84.783330","(34.88333, -84.78333)"
"Coopertown","Iron, IIIE","16800","Found","1860","36.433330","-87.000000","(36.43333, -87.0)"
"Dhurmsala","LL6","32000","Fell","1860","32.233330","76.466670","(32.23333, 76.46667)"
"Kheragur","L6","450","Fell","1860","26.950000","77.883330","(26.95, 77.88333)"
"Kusiali","L6","5","Fell","1860","29.683330","78.383330","(29.68333, 78.38333)"
"La Grange","Iron, IVA","50800","Found","1860","38.400000","-85.366670","(38.4, -85.36667)"
"Marshall County","Iron, IIIAB","6800","Found","1860","37.000000","-88.250000","(37.0, -88.25)"
"New Concord","L6","230000","Fell","1860","40.000000","-81.766670","(40.0, -81.76667)"
"Sologne","H5","54","Fell","1860","47.366670","1.733330","(47.36667, 1.73333)"
"Victoria West","Iron, IAB-sHL","2950","Found","1860","-31.700000","23.750000","(-31.7, 23.75)"
"Butsura","H6","29000","Fell","1861","27.083330","84.083330","(27.08333, 84.08333)"
"Cañellas","H4","945","Fell","1861","41.250000","1.666670","(41.25, 1.66667)"
"Grosnaja","CV3","3500","Fell","1861","43.666670","45.383330","(43.66667, 45.38333)"
"Lutschaunig's Stone","L6","100000","Found","1861","-27.000000","-70.000000","(-27.0, -70.0)"
"Meerut","H5","22","Fell","1861","29.016670","77.800000","(29.01667, 77.8)"
"Kokomo","Iron, IVB","1800","Found","1862","40.483330","-86.366670","(40.48333, -86.36667)"
"Menow","H4","10500","Fell","1862","53.183330","13.150000","(53.18333, 13.15)"
"Sevilla","LL4","180","Fell","1862","37.416670","-6.000000","(37.41667, -6.0)"
"Buschhof","L6","5000","Fell","1863","46.450000","25.783330","(46.45, 25.78333)"
"Copiapo","Iron, IAB-MG","20000","Found","1863","-27.300000","-70.400000","(-27.3, -70.4)"
"Manbhoom","LL6","1700","Fell","1863","23.050000","86.700000","(23.05, 86.7)"
"Obernkirchen","Iron, IVA","41000","Found","1863","52.266670","9.100000","(52.26667, 9.1)"
"Pillistfer","EL6","23250","Fell","1863","58.666670","25.733330","(58.66667, 25.73333)"
"Pulsora","H5","560","Fell","1863","23.366670","75.183330","(23.36667, 75.18333)"
"Russel Gulch","Iron, IIIAB","13200","Found","1863","39.800000","-105.500000","(39.8, -105.5)"
"Shytal","L6","3200","Fell","1863","24.333330","90.166670","(24.33333, 90.16667)"
"Smith's Mountain","Iron, IIIAB","5000","Found","1863","36.416670","-80.000000","(36.41667, -80.0)"
"St. Francois County","Iron, IC","3600","Found","1863","37.750000","-90.500000","(37.75, -90.5)"
"Tomhannock Creek","H5","1500","Found","1863","42.883330","-73.600000","(42.88333, -73.6)"
"Tourinnes-la-Grosse","L6","14500","Fell","1863","50.783330","4.766670","(50.78333, 4.76667)"
"Wairarapa Valley","H6","6000","Found","1863","-41.316670","175.133330","(-41.31667, 175.13333)"
"Dolgovoli","L6","1600","Fell","1864","50.750000","25.300000","(50.75, 25.3)"
"Nerft","L6","10250","Fell","1864","56.500000","21.500000","(56.5, 21.5)"
"Orgueil","CI1","14000","Fell","1864","43.883330","1.383330","(43.88333, 1.38333)"
"Tamentit","Iron, IIIAB","510000","Found","1864","27.716670","-0.250000","(27.71667, -0.25)"
"Aumale","L6","50000","Fell","1865","36.166670","3.666670","(36.16667, 3.66667)"
"Dellys","Iron","76","Found","1865","36.916670","3.916670","(36.91667, 3.91667)"
"Dundrum","H5","2270","Fell","1865","52.550000","-8.033330","(52.55, -8.03333)"
"Gopalpur","H6","1600","Fell","1865","24.233330","89.050000","(24.23333, 89.05)"
"Muddoor","L5","4400","Fell","1865","12.633330","77.016670","(12.63333, 77.01667)"
